Symbol,Date,Bid,Ask
EURUSD,2016-01-04 18:01:17.492,1.08176,1.0818
EURUSD,2016-01-04 18:01:17.587,1.08174,1.0818
EURUSD,2016-01-04 18:01:17.741,1.08174,1.08178
EURUSD,2016-01-04 18:01:17.765,1.08176,1.08178
EURUSD,2016-01-04 18:01:17.830,1.08174,1.0818
EURUSD,2016-01-04 18:01:17.954,1.08174,1.08178
EURUSD,2016-01-04 18:01:18.079,1.08176,1.08178
EURUSD,2016-01-04 18:01:20.047,1.08174,1.08178
EURUSD,2016-01-04 18:01:20.619,1.0817299999999999,1.08178
EURUSD,2016-01-04 18:01:20.651,1.08172,1.08178
EURUSD,2016-01-04 18:01:20.659,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:01:20.674,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:01:20.743,1.0817,1.08174
EURUSD,2016-01-04 18:01:21.017,1.08169,1.08174
EURUSD,2016-01-04 18:01:21.041,1.0816700000000001,1.08174
EURUSD,2016-01-04 18:01:21.147,1.08169,1.08174
EURUSD,2016-01-04 18:01:21.157,1.08169,1.0817299999999999
EURUSD,2016-01-04 18:01:21.215,1.08169,1.08174
EURUSD,2016-01-04 18:01:21.350,1.0816700000000001,1.0817299999999999
EURUSD,2016-01-04 18:01:22.107,1.0816700000000001,1.08174
EURUSD,2016-01-04 18:01:22.140,1.0816700000000001,1.08171
EURUSD,2016-01-04 18:01:23.926,1.0816700000000001,1.0817299999999999
EURUSD,2016-01-04 18:01:24.226,1.08169,1.0817299999999999
EURUSD,2016-01-04 18:01:26.489,1.0817,1.08174
EURUSD,2016-01-04 18:01:26.500,1.08172,1.08174
EURUSD,2016-01-04 18:01:26.529,1.0817299999999999,1.08174
EURUSD,2016-01-04 18:01:26.565,1.08174,1.0817700000000001
EURUSD,2016-01-04 18:01:26.594,1.08174,1.08178
EURUSD,2016-01-04 18:01:26.625,1.08174,1.0818
EURUSD,2016-01-04 18:01:26.707,1.0817299999999999,1.0818
EURUSD,2016-01-04 18:01:26.747,1.0817299999999999,1.08178
EURUSD,2016-01-04 18:01:26.942,1.08172,1.08178
EURUSD,2016-01-04 18:01:26.965,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:01:27.053,1.08172,1.08175
EURUSD,2016-01-04 18:01:27.148,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:01:27.335,1.08174,1.08178
EURUSD,2016-01-04 18:01:27.379,1.08174,1.0817700000000001
EURUSD,2016-01-04 18:01:27.401,1.08174,1.08178
EURUSD,2016-01-04 18:01:27.448,1.08174,1.08181
EURUSD,2016-01-04 18:01:27.496,1.08174,1.0818
EURUSD,2016-01-04 18:01:29.163,1.0817299999999999,1.0818
EURUSD,2016-01-04 18:01:29.186,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:01:29.200,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:01:29.212,1.0817,1.08175
EURUSD,2016-01-04 18:01:29.331,1.08172,1.08175
EURUSD,2016-01-04 18:01:29.353,1.0817,1.08175
EURUSD,2016-01-04 18:01:29.373,1.08169,1.08175
EURUSD,2016-01-04 18:01:29.384,1.0817,1.08175
EURUSD,2016-01-04 18:01:29.556,1.0817,1.08174
EURUSD,2016-01-04 18:01:29.816,1.08169,1.08174
EURUSD,2016-01-04 18:01:29.828,1.0817,1.08174
EURUSD,2016-01-04 18:01:30.480,1.08169,1.08171
EURUSD,2016-01-04 18:01:30.631,1.0817,1.08171
EURUSD,2016-01-04 18:01:30.641,1.0817,1.0817299999999999
EURUSD,2016-01-04 18:01:30.707,1.0817,1.08174
EURUSD,2016-01-04 18:01:30.848,1.0817,1.0817299999999999
EURUSD,2016-01-04 18:01:32.048,1.0817,1.08174
EURUSD,2016-01-04 18:01:35.132,1.08169,1.08174
EURUSD,2016-01-04 18:01:35.288,1.08169,1.0817299999999999
EURUSD,2016-01-04 18:01:35.355,1.0816700000000001,1.08174
EURUSD,2016-01-04 18:01:35.391,1.08169,1.08174
EURUSD,2016-01-04 18:01:35.504,1.08169,1.08171
EURUSD,2016-01-04 18:01:35.830,1.0816700000000001,1.08171
EURUSD,2016-01-04 18:01:36.302,1.08166,1.08171
EURUSD,2016-01-04 18:01:37.114,1.08169,1.08171
EURUSD,2016-01-04 18:01:37.124,1.08169,1.08174
EURUSD,2016-01-04 18:01:37.143,1.0817,1.08174
EURUSD,2016-01-04 18:01:37.268,1.0817,1.08175
EURUSD,2016-01-04 18:01:37.385,1.0817,1.08174
EURUSD,2016-01-04 18:01:46.025,1.08172,1.08174
EURUSD,2016-01-04 18:01:46.047,1.08172,1.08175
EURUSD,2016-01-04 18:01:46.084,1.08174,1.08175
EURUSD,2016-01-04 18:01:46.181,1.08174,1.08181
EURUSD,2016-01-04 18:01:46.189,1.08176,1.08181
EURUSD,2016-01-04 18:01:46.245,1.08176,1.0818
EURUSD,2016-01-04 18:01:46.278,1.08176,1.08178
EURUSD,2016-01-04 18:01:46.591,1.08176,1.08181
EURUSD,2016-01-04 18:01:46.626,1.08176,1.0818
EURUSD,2016-01-04 18:01:48.215,1.08176,1.08181
EURUSD,2016-01-04 18:01:48.777,1.08176,1.0818
EURUSD,2016-01-04 18:01:50.232,1.08176,1.08181
EURUSD,2016-01-04 18:01:52.678,1.08176,1.0818
EURUSD,2016-01-04 18:01:54.728,1.08174,1.0818
EURUSD,2016-01-04 18:01:54.861,1.08174,1.08181
EURUSD,2016-01-04 18:01:54.920,1.08174,1.08178
EURUSD,2016-01-04 18:01:55.669,1.08174,1.08181
EURUSD,2016-01-04 18:01:55.678,1.08174,1.0818
EURUSD,2016-01-04 18:01:55.882,1.08174,1.08178
EURUSD,2016-01-04 18:01:55.950,1.08174,1.0818
EURUSD,2016-01-04 18:01:56.111,1.08174,1.08178
EURUSD,2016-01-04 18:01:57.599,1.08174,1.08181
EURUSD,2016-01-04 18:01:57.632,1.08174,1.0818
EURUSD,2016-01-04 18:01:58.249,1.08176,1.0818
EURUSD,2016-01-04 18:01:59.245,1.08174,1.0818
EURUSD,2016-01-04 18:01:59.658,1.08174,1.08178
EURUSD,2016-01-04 18:02:00.260,1.08174,1.08181
EURUSD,2016-01-04 18:02:00.261,1.08174,1.0818
EURUSD,2016-01-04 18:02:01.065,1.0817299999999999,1.08178
EURUSD,2016-01-04 18:02:01.077,1.0817299999999999,1.0817700000000001
EURUSD,2016-01-04 18:02:01.085,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:02:01.112,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:01.245,1.0817,1.08175
EURUSD,2016-01-04 18:02:01.496,1.0817,1.08174
EURUSD,2016-01-04 18:02:01.849,1.0817,1.08175
EURUSD,2016-01-04 18:02:01.996,1.0817,1.08174
EURUSD,2016-01-04 18:02:02.050,1.0817,1.08175
EURUSD,2016-01-04 18:02:02.089,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:02.159,1.0817,1.08175
EURUSD,2016-01-04 18:02:02.781,1.08174,1.0817700000000001
EURUSD,2016-01-04 18:02:02.804,1.08174,1.08178
EURUSD,2016-01-04 18:02:02.965,1.0817299999999999,1.0818
EURUSD,2016-01-04 18:02:03.143,1.0817299999999999,1.08178
EURUSD,2016-01-04 18:02:04.745,1.08172,1.08178
EURUSD,2016-01-04 18:02:04.849,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:02:04.957,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:05.104,1.0817,1.08175
EURUSD,2016-01-04 18:02:05.183,1.0817,1.08174
EURUSD,2016-01-04 18:02:05.379,1.0817,1.08175
EURUSD,2016-01-04 18:02:07.261,1.0817299999999999,1.08175
EURUSD,2016-01-04 18:02:07.454,1.0817,1.08175
EURUSD,2016-01-04 18:02:09.364,1.0817,1.08174
EURUSD,2016-01-04 18:02:09.437,1.0817,1.08175
EURUSD,2016-01-04 18:02:09.649,1.0817,1.08174
EURUSD,2016-01-04 18:02:11.253,1.0817,1.08175
EURUSD,2016-01-04 18:02:11.347,1.0817,1.08174
EURUSD,2016-01-04 18:02:11.456,1.0817,1.08175
EURUSD,2016-01-04 18:02:11.664,1.0817,1.08174
EURUSD,2016-01-04 18:02:11.948,1.0817,1.08175
EURUSD,2016-01-04 18:02:12.051,1.0817,1.08174
EURUSD,2016-01-04 18:02:15.627,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:15.732,1.0817,1.08175
EURUSD,2016-01-04 18:02:18.155,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:18.273,1.0817,1.08174
EURUSD,2016-01-04 18:02:23.201,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:24.742,1.0817,1.08174
EURUSD,2016-01-04 18:02:30.930,1.08169,1.0817299999999999
EURUSD,2016-01-04 18:02:30.971,1.08169,1.08171
EURUSD,2016-01-04 18:02:31.022,1.0816700000000001,1.08171
EURUSD,2016-01-04 18:02:31.128,1.08166,1.08171
EURUSD,2016-01-04 18:02:31.138,1.08166,1.0817
EURUSD,2016-01-04 18:02:31.227,1.0816700000000001,1.0817
EURUSD,2016-01-04 18:02:31.534,1.08166,1.0817
EURUSD,2016-01-04 18:02:32.793,1.08166,1.08168
EURUSD,2016-01-04 18:02:32.818,1.08165,1.08168
EURUSD,2016-01-04 18:02:32.830,1.0816299999999999,1.0816700000000001
EURUSD,2016-01-04 18:02:32.855,1.08162,1.0816700000000001
EURUSD,2016-01-04 18:02:33.185,1.0816,1.0816700000000001
EURUSD,2016-01-04 18:02:33.216,1.08159,1.0816700000000001
EURUSD,2016-01-04 18:02:33.303,1.08159,1.08166
EURUSD,2016-01-04 18:02:33.325,1.08162,1.08166
EURUSD,2016-01-04 18:02:33.354,1.0816,1.08166
EURUSD,2016-01-04 18:02:33.435,1.08159,1.08166
EURUSD,2016-01-04 18:02:33.973,1.08159,1.08164
EURUSD,2016-01-04 18:02:34.522,1.08162,1.0816700000000001
EURUSD,2016-01-04 18:02:34.636,1.08162,1.08166
EURUSD,2016-01-04 18:02:34.655,1.08162,1.0816700000000001
EURUSD,2016-01-04 18:02:35.601,1.08162,1.08166
EURUSD,2016-01-04 18:02:35.990,1.08162,1.0816700000000001
EURUSD,2016-01-04 18:02:36.866,1.08165,1.0816700000000001
EURUSD,2016-01-04 18:02:36.930,1.08165,1.08171
EURUSD,2016-01-04 18:02:36.981,1.08166,1.08171
EURUSD,2016-01-04 18:02:37.147,1.08166,1.0817299999999999
EURUSD,2016-01-04 18:02:37.181,1.08169,1.0817299999999999
EURUSD,2016-01-04 18:02:37.247,1.08166,1.0817299999999999
EURUSD,2016-01-04 18:02:38.195,1.0816700000000001,1.0817299999999999
EURUSD,2016-01-04 18:02:38.323,1.08166,1.0817299999999999
EURUSD,2016-01-04 18:02:38.358,1.0816700000000001,1.0817299999999999
EURUSD,2016-01-04 18:02:39.719,1.0816700000000001,1.08174
EURUSD,2016-01-04 18:02:39.736,1.08169,1.08174
EURUSD,2016-01-04 18:02:39.779,1.0817,1.08174
EURUSD,2016-01-04 18:02:39.843,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:40.144,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:02:40.430,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:40.695,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:02:40.755,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:42.655,1.08172,1.0817700000000001
EURUSD,2016-01-04 18:02:42.958,1.0817299999999999,1.0817700000000001
EURUSD,2016-01-04 18:02:43.216,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:43.806,1.0817,1.08175
EURUSD,2016-01-04 18:02:44.167,1.0817,1.08174
EURUSD,2016-01-04 18:02:44.751,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:44.865,1.0817,1.08175
EURUSD,2016-01-04 18:02:45.196,1.0817,1.08174
EURUSD,2016-01-04 18:02:45.877,1.0817,1.0817700000000001
EURUSD,2016-01-04 18:02:45.994,1.0817,1.08175
EURUSD,2016-01-04 18:02:46.443,1.0817,1.08174
EURUSD,2016-01-04 18:02:47.322,1.0817,1.08175
EURUSD,2016-01-04 18:02:47.433,1.0817,1.08174
EURUSD,2016-01-04 18:02:53.526,1.08169,1.08174
EURUSD,2016-01-04 18:02:55.962,1.08169,1.08171
EURUSD,2016-01-04 18:02:56.016,1.0816700000000001,1.08171
EURUSD,2016-01-04 18:02:56.027,1.08166,1.08168
EURUSD,2016-01-04 18:02:56.043,1.0816299999999999,1.0816700000000001
EURUSD,2016-01-04 18:02:56.082,1.0816299999999999,1.08164
EURUSD,2016-01-04 18:02:56.161,1.08159,1.08164
EURUSD,2016-01-04 18:02:56.172,1.0816,1.08164
EURUSD,2016-01-04 18:02:56.251,1.0816,1.08161
EURUSD,2016-01-04 18:02:56.324,1.08159,1.08161
EURUSD,2016-01-04 18:02:56.330,1.08159,1.0816
EURUSD,2016-01-04 18:02:56.818,1.0815700000000001,1.0816
EURUSD,2016-01-04 18:02:56.914,1.08156,1.0816
EURUSD,2016-01-04 18:03:01.892,1.08156,1.08161
EURUSD,2016-01-04 18:03:02.100,1.0815700000000001,1.08161
EURUSD,2016-01-04 18:03:02.497,1.08156,1.08161
EURUSD,2016-01-04 18:03:03.156,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:03:08.727,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:09.927,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:03:10.023,1.08156,1.08161
EURUSD,2016-01-04 18:03:12.425,1.08156,1.0816
EURUSD,2016-01-04 18:03:12.626,1.08155,1.0816
EURUSD,2016-01-04 18:03:13.024,1.08155,1.08158
EURUSD,2016-01-04 18:03:13.043,1.0815299999999999,1.08158
EURUSD,2016-01-04 18:03:13.146,1.08152,1.0815700000000001
EURUSD,2016-01-04 18:03:13.244,1.0815,1.0815700000000001
EURUSD,2016-01-04 18:03:13.381,1.0815,1.08154
EURUSD,2016-01-04 18:03:13.975,1.08149,1.08154
EURUSD,2016-01-04 18:03:16.219,1.0815,1.08156
EURUSD,2016-01-04 18:03:16.909,1.08152,1.08154
EURUSD,2016-01-04 18:03:16.919,1.0815,1.08154
EURUSD,2016-01-04 18:03:17.038,1.0815,1.08156
EURUSD,2016-01-04 18:03:18.637,1.08152,1.08156
EURUSD,2016-01-04 18:03:18.725,1.0815,1.08156
EURUSD,2016-01-04 18:03:18.737,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:18.872,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:03:19.128,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:19.147,1.0815,1.08156
EURUSD,2016-01-04 18:03:19.222,1.08152,1.08156
EURUSD,2016-01-04 18:03:19.234,1.08152,1.0815700000000001
EURUSD,2016-01-04 18:03:19.373,1.08152,1.08154
EURUSD,2016-01-04 18:03:20.613,1.08149,1.08154
EURUSD,2016-01-04 18:03:20.649,1.08149,1.08156
EURUSD,2016-01-04 18:03:20.728,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:03:20.777,1.08149,1.08151
EURUSD,2016-01-04 18:03:20.847,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:03:21.956,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:22.427,1.08149,1.08154
EURUSD,2016-01-04 18:03:22.519,1.08146,1.08151
EURUSD,2016-01-04 18:03:22.528,1.08146,1.0815
EURUSD,2016-01-04 18:03:24.519,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:03:24.642,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:24.741,1.08152,1.0815299999999999
EURUSD,2016-01-04 18:03:24.847,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:26.538,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:03:27.253,1.0815,1.0815299999999999
EURUSD,2016-01-04 18:03:27.926,1.08152,1.08154
EURUSD,2016-01-04 18:03:27.954,1.08152,1.08156
EURUSD,2016-01-04 18:03:28.022,1.08149,1.08156
EURUSD,2016-01-04 18:03:28.181,1.08149,1.08154
EURUSD,2016-01-04 18:03:29.816,1.0815,1.0815700000000001
EURUSD,2016-01-04 18:03:29.841,1.08152,1.0815700000000001
EURUSD,2016-01-04 18:03:29.937,1.08152,1.08156
EURUSD,2016-01-04 18:03:31.111,1.08152,1.0815700000000001
EURUSD,2016-01-04 18:03:31.213,1.08152,1.08156
EURUSD,2016-01-04 18:03:31.239,1.08152,1.08154
EURUSD,2016-01-04 18:03:32.249,1.0815,1.08156
EURUSD,2016-01-04 18:03:32.397,1.0815,1.08154
EURUSD,2016-01-04 18:03:32.441,1.0815,1.08156
EURUSD,2016-01-04 18:03:32.581,1.0815,1.08154
EURUSD,2016-01-04 18:03:33.399,1.0815,1.08156
EURUSD,2016-01-04 18:03:33.529,1.0815,1.08154
EURUSD,2016-01-04 18:03:33.608,1.0815,1.08156
EURUSD,2016-01-04 18:03:34.833,1.08149,1.08156
EURUSD,2016-01-04 18:03:34.849,1.08149,1.08154
EURUSD,2016-01-04 18:03:36.905,1.0815,1.08154
EURUSD,2016-01-04 18:03:38.322,1.08152,1.08156
EURUSD,2016-01-04 18:03:38.335,1.0815299999999999,1.0815700000000001
EURUSD,2016-01-04 18:03:38.358,1.08155,1.08158
EURUSD,2016-01-04 18:03:38.385,1.08155,1.0816
EURUSD,2016-01-04 18:03:38.465,1.08156,1.0816
EURUSD,2016-01-04 18:03:38.535,1.08159,1.0816
EURUSD,2016-01-04 18:03:38.559,1.08159,1.08161
EURUSD,2016-01-04 18:03:38.619,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:03:38.725,1.08159,1.08164
EURUSD,2016-01-04 18:03:39.255,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:39.605,1.08159,1.08164
EURUSD,2016-01-04 18:03:40.055,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:03:40.809,1.08159,1.08164
EURUSD,2016-01-04 18:03:41.182,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:03:41.341,1.08159,1.08164
EURUSD,2016-01-04 18:03:42.023,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:42.183,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:42.337,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:42.832,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:42.927,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:45.157,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:45.356,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:45.427,1.08159,1.08164
EURUSD,2016-01-04 18:03:45.678,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:03:45.801,1.08159,1.08164
EURUSD,2016-01-04 18:03:49.243,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:03:54.519,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:57.021,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:03:59.620,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:03:59.726,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:04:00.023,1.08159,1.08164
EURUSD,2016-01-04 18:04:03.019,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:04:03.115,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:03.246,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:03.275,1.08156,1.0816
EURUSD,2016-01-04 18:04:03.348,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:03.402,1.08156,1.08161
EURUSD,2016-01-04 18:04:03.712,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:03.876,1.08156,1.08161
EURUSD,2016-01-04 18:04:04.453,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:04.477,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:05.935,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:04:07.518,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:07.650,1.0815700000000001,1.08164
EURUSD,2016-01-04 18:04:07.752,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:07.805,1.0815700000000001,1.08161
EURUSD,2016-01-04 18:04:08.053,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:08.257,1.0815700000000001,1.08161
EURUSD,2016-01-04 18:04:08.576,1.08156,1.08161
EURUSD,2016-01-04 18:04:08.851,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:08.987,1.08156,1.08161
EURUSD,2016-01-04 18:04:09.357,1.08156,1.0816299999999999
EURUSD,2016-01-04 18:04:09.422,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:09.544,1.0815700000000001,1.08161
EURUSD,2016-01-04 18:04:09.602,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:09.729,1.0815700000000001,1.08161
EURUSD,2016-01-04 18:04:09.854,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:09.924,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:04:13.265,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:13.306,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:04:13.476,1.0815700000000001,1.0816299999999999
EURUSD,2016-01-04 18:04:13.942,1.08159,1.0816299999999999
EURUSD,2016-01-04 18:04:14.159,1.0815700000000001,1.08158
EURUSD,2016-01-04 18:04:14.178,1.08156,1.08158
EURUSD,2016-01-04 18:04:14.187,1.08155,1.08158
EURUSD,2016-01-04 18:04:14.219,1.08155,1.0815700000000001
EURUSD,2016-01-04 18:04:14.535,1.0815,1.0815700000000001
EURUSD,2016-01-04 18:04:14.553,1.0815,1.08154
EURUSD,2016-01-04 18:04:14.681,1.0815,1.08156
EURUSD,2016-01-04 18:04:14.819,1.0815,1.08154
EURUSD,2016-01-04 18:04:14.957,1.0815,1.08156
EURUSD,2016-01-04 18:04:14.991,1.0815,1.08154
EURUSD,2016-01-04 18:04:14.997,1.0815,1.08156
EURUSD,2016-01-04 18:04:15.126,1.0815,1.08154
EURUSD,2016-01-04 18:04:15.442,1.0815,1.08156
EURUSD,2016-01-04 18:04:15.496,1.0815,1.08154
EURUSD,2016-01-04 18:04:16.134,1.0815,1.08156
EURUSD,2016-01-04 18:04:16.336,1.0815,1.08154
EURUSD,2016-01-04 18:04:18.109,1.08152,1.08154
EURUSD,2016-01-04 18:04:18.253,1.0815,1.0815700000000001
EURUSD,2016-01-04 18:04:18.641,1.0815,1.08154
EURUSD,2016-01-04 18:04:18.680,1.0815,1.08156
EURUSD,2016-01-04 18:04:18.812,1.0815,1.08154
EURUSD,2016-01-04 18:04:22.712,1.08149,1.08154
EURUSD,2016-01-04 18:04:22.732,1.0815,1.08154
EURUSD,2016-01-04 18:04:22.758,1.0815,1.08156
EURUSD,2016-01-04 18:04:22.944,1.0815,1.08154
EURUSD,2016-01-04 18:04:23.295,1.0815,1.08156
EURUSD,2016-01-04 18:04:23.419,1.0815,1.08154
EURUSD,2016-01-04 18:04:29.632,1.08152,1.08154
EURUSD,2016-01-04 18:04:34.605,1.0815,1.08154
EURUSD,2016-01-04 18:04:37.710,1.0815,1.08156
EURUSD,2016-01-04 18:04:37.886,1.0815,1.08154
EURUSD,2016-01-04 18:04:37.898,1.0815,1.08156
EURUSD,2016-01-04 18:04:38.081,1.0815,1.0815700000000001
EURUSD,2016-01-04 18:04:38.190,1.0815,1.08156
EURUSD,2016-01-04 18:04:38.262,1.0815,1.08154
EURUSD,2016-01-04 18:04:40.150,1.08149,1.0815299999999999
EURUSD,2016-01-04 18:04:40.231,1.0814700000000002,1.08151
EURUSD,2016-01-04 18:04:40.417,1.08146,1.08151
EURUSD,2016-01-04 18:04:40.425,1.08143,1.0815
EURUSD,2016-01-04 18:04:40.441,1.08143,1.0814700000000002
EURUSD,2016-01-04 18:04:40.469,1.08143,1.08148
EURUSD,2016-01-04 18:04:40.509,1.08142,1.08148
EURUSD,2016-01-04 18:04:40.524,1.08142,1.0814700000000002
EURUSD,2016-01-04 18:04:40.718,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:40.743,1.0814,1.08146
EURUSD,2016-01-04 18:04:41.188,1.08142,1.0814700000000002
EURUSD,2016-01-04 18:04:41.297,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:41.358,1.0814,1.08146
EURUSD,2016-01-04 18:04:41.444,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:41.522,1.08142,1.0814700000000002
EURUSD,2016-01-04 18:04:41.612,1.08142,1.08146
EURUSD,2016-01-04 18:04:41.625,1.0814,1.08146
EURUSD,2016-01-04 18:04:41.690,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:41.829,1.0814,1.08146
EURUSD,2016-01-04 18:04:42.253,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:42.263,1.08139,1.0814700000000002
EURUSD,2016-01-04 18:04:42.295,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:42.376,1.0814,1.08144
EURUSD,2016-01-04 18:04:43.835,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:43.990,1.0814,1.08143
EURUSD,2016-01-04 18:04:44.483,1.0814,1.08146
EURUSD,2016-01-04 18:04:44.540,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:44.673,1.0814,1.08146
EURUSD,2016-01-04 18:04:45.506,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:45.651,1.0814,1.08143
EURUSD,2016-01-04 18:04:46.856,1.0814,1.08146
EURUSD,2016-01-04 18:04:46.857,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:47.045,1.0814,1.08146
EURUSD,2016-01-04 18:04:47.191,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:47.314,1.0814,1.08146
EURUSD,2016-01-04 18:04:48.947,1.08142,1.08146
EURUSD,2016-01-04 18:04:49.569,1.0814,1.08146
EURUSD,2016-01-04 18:04:50.648,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:50.794,1.0814,1.08143
EURUSD,2016-01-04 18:04:50.943,1.0814,1.08146
EURUSD,2016-01-04 18:04:50.952,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:51.025,1.08139,1.0814700000000002
EURUSD,2016-01-04 18:04:51.049,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:51.200,1.0814,1.08146
EURUSD,2016-01-04 18:04:51.280,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:51.462,1.0814,1.08146
EURUSD,2016-01-04 18:04:51.603,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:51.853,1.0814,1.08146
EURUSD,2016-01-04 18:04:51.953,1.0814,1.0814700000000002
EURUSD,2016-01-04 18:04:52.231,1.08142,1.0814700000000002
EURUSD,2016-01-04 18:04:52.246,1.08145,1.0814700000000002
EURUSD,2016-01-04 18:04:52.289,1.08146,1.08148
EURUSD,2016-01-04 18:04:52.315,1.08146,1.0815
EURUSD,2016-01-04 18:04:52.362,1.08146,1.08151
EURUSD,2016-01-04 18:04:52.400,1.08146,1.0815
EURUSD,2016-01-04 18:04:52.423,1.0814700000000002,1.08151
EURUSD,2016-01-04 18:04:52.445,1.0814700000000002,1.0815
EURUSD,2016-01-04 18:04:52.860,1.0814700000000002,1.08151
EURUSD,2016-01-04 18:04:52.882,1.08146,1.0815
EURUSD,2016-01-04 18:04:52.934,1.08146,1.0815299999999999
EURUSD,2016-01-04 18:04:52.946,1.0814700000000002,1.08154
EURUSD,2016-01-04 18:04:52.971,1.0814700000000002,1.0815299999999999
EURUSD,2016-01-04 18:04:52.987,1.0814700000000002,1.08154
